review_id,stars,date,title,text,version,vote_count,app_id,app_name
12995363411,5,2025-08-09,Fast purchase!,These were so perfect! Great with a tank in summer and transition into fall. I’m 5’7” and the length is perfect! Purchased!,1.55.2,0,1511548818,Nuuly
12956971060,2,2025-07-30,Faded Clothing,"I have ordered clothes from this app twice. Both times, the majority of pieces were so worn out that I would be embarrassed to wear them in public.   It’s not worth it",1.55.1,1,1511548818,Nuuly
12947423105,2,2025-07-28,Extremely Frustrating,"I used Nuuly once, around graduation season, and then went to cancel my subscription. The items that came were poor quality and I didn’t end up wearing any. When I went to cancel subscription, it kept glitching. So, I snoozed it for 3 months. When the credit card bill came, I saw that i had been charged. They gave me no warning and charged me for the month even though I had already deleted the app. There was no email or text warning that my subscription would automatically turn on and charge me again. Extremely frustrating and I want my money back. This entire company is a money making scheme that seems like a good idea but it’s terrible.",1.55.1,0,1511548818,Nuuly
12884288291,5,2025-07-12,Summer fun,Super cute and so comfortable!,1.54.0,0,1511548818,Nuuly
12875886671,4,2025-07-10,Feature Request!,Would love to be able to sort by rating! Even just within my own lists.,1.54.0,1,1511548818,Nuuly
12865475431,2,2025-07-07,Bug? Running slow?,I think there is a bug with the app because every product view is running slow like five minutes slow,1.53.0,0,1511548818,Nuuly
12848606583,5,2025-07-03,So flattering,So flattering I had to buy it. True to size and the material was great. Kind of had a crop feel with a flutter sleeve. Loved the neckline.,1.53.0,0,1511548818,Nuuly
12847020784,5,2025-07-03,Favorite,Beautiful dresse,1.53.0,0,1511548818,Nuuly
12817841984,5,2025-06-25,FABULOUS customer experience,"I previously used a competitor who has different brands and so I was curious to try out Nuuly. Overall, I was super impressed by the ease of use with the app, the way in which the product arrived, and the makeup sample in the package. I really enjoyed using this app and being able to rent and or buy clothes. Through this company very easy to do and the whole process exceeded my expectations.",1.53.0,4,1511548818,Nuuly
12806515584,4,2025-06-22,"Great subscription service, app and web ok",Love this service so much. It’s great being able to refresh wardrobe with pieces every month or for events and vacation especially fluctuating in sizes The app and website search functionality needs work or you need to use “” for better searches.  Also the email adds or before you log in show you the cutest clothes and then it’s impossible to actually find that look. Wish they did a better job with linking or sharing what you see.,1.53.0,3,1511548818,Nuuly
12806406070,5,2025-06-22,So many compliments,"This fit perfectly! Love the dress, the flowered in the sleeves were not my favorite, but worth the purchase!",1.53.0,0,1511548818,Nuuly
12782280864,1,2025-06-16,"Used to love, now it’s always disappointing","Recently my clothes come ripped and with stains, and now my cloths don’t even get delivered.",1.53.0,0,1511548818,Nuuly
12777105828,5,2025-06-15,Super cute!,Loved this top so much i bought it! True to size. I’m 5’4 120 pounds and got an XS,1.53.0,0,1511548818,Nuuly
12767266214,3,2025-06-12,"Great service, the app could use some work","Brilliant solution for women’s online shopping with potential to support smaller brands. There’s a huge variety of styles to pick from, which is a little hard to search for with how the app is set up in addition to buttons often not working. Hoping for future features to filter based on measurements & color palette, ability follow specific brands, and a “select all” option in the filters dropdown to easily unselect brands and colors.",1.53.0,0,1511548818,Nuuly
12756199862,4,2025-06-09,Beats Armoire,I used to subscribe to Armoire and switched to Nuuly after I saw how much better the clothing selection and quality are. Nuuly has a lot more inventory—seems to have more than one item per size. Love the brands.,1.52.0,0,1511548818,Nuuly
12752295990,5,2025-06-08,Loved this dress so much I ended up buying it,Such a comfortable and breathable dress. I think I will still be able to wear this postpartum too!,1.52.0,0,1511548818,Nuuly
12751937316,5,2025-06-08,Bought them!,I love these jeans! They fit in all the right places and they are so comfy! They’re also unique which I love!,1.52.0,0,1511548818,Nuuly
12747463340,3,2025-06-07,Poor quality control,The clothes are adorable but high likelihood there are stains or major wear issues in each Nuuly. I have been sent multiple things with stains and in a very worn condition. I want to like this a lot but their quality control is in need of some major work.,1.52.0,0,1511548818,Nuuly
12720999935,5,2025-05-31,Comfort + Style,Love these jeans! True to size but I could have gone a size up for a little bit more room. Very comfortable for all day wear.,1.52.0,0,1511548818,Nuuly
12717673191,4,2025-05-30,Great pants!,"I’m enjoying NUULY. The app is useful, although I wish it was possible to search by fabric patterns. For example I love striped pants, but there is no way to filter to striped pants (searching by keyword surfaces only a few of the many striped pants).",1.52.0,0,1511548818,Nuuly
12706437522,5,2025-05-27,Cute!,"Flattering top that is trendy and comfortable. It runs a little larger, so if in between sizes, size down.",1.52.0,0,1511548818,Nuuly
12702048902,5,2025-05-26,Love love love,"Very unique and flattering, tons of compliments! True to size",1.52.0,0,1511548818,Nuuly
12673897665,5,2025-05-19,"Cute, easy, yes","Ordered the M bc reviews said size down, 5’8 180 lb. These are so comfortable, v grandma coastal and loose, yet slimming. Rent them! I ended up buying for $17!",1.51.1,0,1511548818,Nuuly
12671888810,5,2025-05-18,My favorite jeans of all time,These jeans are soft and comfortable and can be worn anywhere- dressed up or down.  I want to buy multiple pairs in many washes,1.51.1,0,1511548818,Nuuly
12662121811,5,2025-05-16,Perfect Vacation Dress,Perfect dress for a trip to Greece! Love how adjustable it is. Was able to wear without a bra. Came with tags still on. Had to keep this one!,1.51.1,0,1511548818,Nuuly
12626368908,1,2025-05-06,Customer support is nonexistent,"I just want to say that the rental service itself is fast and efficient. It’s really convenient for events and trying out new styles. But be careful about your subscription. I paused mine after sending my nuuly back and I was still charged. Also, I have the receipts from the day UPS scanned my receipt. Probably a hasty decision on my part, but I cancelled my subscription because of this and now I can’t even access my account, and there’s a difference between canceling your subscription and deleting your account!!! Now the customer service representatives won’t get back to me. Only one support person contacted me just to literally say hello. There is no phone number listed either. And the drop down menu for FAQs and customer service doesn’t work!! When I would tap to see my subscription history and billing, it would just say my next billing date. The software on the customer support side is really terrible. TLDR: rental service is good, but not worth it compared to horrible customer service.",1.51.0,0,1511548818,Nuuly
12619353567,5,2025-05-04,Comfy cute,"Love this for wearing the house! It’s perfect for being comfy, casual and cute. Material is very stretchy and love how it bunches in the side. Very flattering.",1.51.0,0,1511548818,Nuuly
12611214755,5,2025-05-02,Great tip,So comfortable & not see through! Love wearing it to work.,1.51.0,0,1511548818,Nuuly
12606467575,5,2025-05-01,Always a great dress,This style has so many patterns and colors that I find myself ordering one almost every month.  The length is perfect for my 5’-4”height. Not too long! This red and white made a statement and I alway received compliments so I had to buy it,1.51.0,0,1511548818,Nuuly
12592888351,5,2025-04-27,Love it!,Have been on the hunt for this dress. Perfect flowy dress for spring and summer!,1.50.0,0,1511548818,Nuuly
12587266144,5,2025-04-26,Sales Associate,Nuuly is a really well designed and developed app and their system/method of showing people different items or trends is refreshing. I appreciated how transparent they have been and I think it's a unique and cool way to try new styles and outfits ☺️,1.50.0,0,1511548818,Nuuly
12567433347,4,2025-04-20,Good items but…..,"I wish outfits could be put together. Like if I found the perfect pants, it would be great to get a top suggestion.",1.50.0,0,1511548818,Nuuly
12551990864,5,2025-04-16,Sweater Vest,Super cute sweater vest!! Looks great with boots for fall. Love that it ties on the sides.,1.50.0,0,1511548818,Nuuly
12518076234,4,2025-04-08,Great rental company,I’ve been a client for over 5 years and usually purchase at least one item each month. They do everything right except rarely offer any additional discounts for existing clients who remain committed. A once or twice yearly extra 20% or 30% would go along way considering they have more competition entering the market. Wishful thinking from my experience which is the only reason it’s a 4. Thanks for listening.,1.49.1,2,1511548818,Nuuly
12506366432,5,2025-04-05,Perfect pair of jeans,"These jeans were just a simple comfortable pair of jeans.  I am 5’5 and finally felt like I could wear a pair of jeans with flats.  If you are looking for a pair of casual, comfy jeans to knock around in, I would recommend giving these a try.",1.49.1,0,1511548818,Nuuly
